customer_id,last_order_date,recency_days,frequency_orders,monetary_revenue
18065,2011-12-04,5,14,2392.83
13141,2011-09-16,84,5,2388.75
15370,2011-10-30,40,7,2386.05
17530,2011-12-08,1,10,2385.0
14493,2011-12-02,7,5,2383.24
14554,2011-11-29,10,4,2381.04
14239,2011-10-27,43,11,2380.85
15270,2011-11-24,15,7,2379.49
13722,2011-07-31,131,3,2375.41
17434,2011-12-07,2,7,2373.82
14930,2011-08-23,108,3,2372.86
13908,2011-09-21,79,4,2369.55
15755,2011-11-29,10,6,2364.25
12457,2011-10-04,66,7,2363.23
17634,2011-11-03,36,9,2361.97
14030,2011-11-21,18,8,2360.09
14440,2011-12-01,8,5,2357.68
15140,2011-10-18,52,7,2354.25
14309,2011-12-01,8,9,2352.53
12704,2011-12-02,7,8,2340.84
18259,2011-11-15,24,3,2338.6
12584,2011-12-06,3,9,2338.15
18257,2011-10-31,39,8,2337.63
17954,2011-12-04,5,12,2332.72
15281,2011-10-12,58,9,2332.15
12782,2011-12-05,4,5,2330.92
15785,2011-11-07,32,5,2328.97
17313,2011-11-08,31,1,2328.84
17744,2011-12-06,3,6,2322.4
17211,2011-11-13,26,8,2317.22
14290,2011-11-28,11,5,2314.65
15365,2011-11-14,25,7,2314.32
13994,2011-12-06,3,6,2313.14
13704,2011-12-04,5,9,2308.06
15288,2011-10-27,43,5,2306.52
16735,2011-09-22,78,5,2300.56
16550,2011-08-23,108,5,2298.97
15105,2011-11-21,18,7,2298.93
13115,2011-11-28,11,4,2294.78
15704,2011-07-22,140,4,2293.62
12615,2011-12-07,2,4,2291.19
13527,2011-11-06,33,7,2287.51
17696,2011-11-01,38,8,2285.71
12684,2011-12-02,7,7,2283.63
16782,2011-11-29,10,13,2279.9
13317,2011-10-04,66,6,2273.68
17768,2011-12-01,8,3,2273.18
14466,2011-11-10,29,7,2272.4
13700,2011-11-13,26,10,2265.12
16057,2011-11-23,16,7,2263.12
16209,2011-09-12,88,5,2262.62
14432,2011-11-30,9,6,2255.51
16293,2011-11-18,21,10,2248.99
17442,2011-11-03,36,6,2248.56
15235,2011-05-06,217,12,2247.51
16771,2011-11-06,33,5,2246.81
15665,2011-06-24,168,2,2242.01
14211,2011-10-17,53,9,2241.1
16743,2011-11-10,29,7,2238.09
14560,2011-12-02,7,22,2237.77
14700,2011-11-07,32,3,2235.3
16076,2011-12-06,3,10,2234.73
15834,2011-09-30,70,4,2233.75
18242,2011-09-28,72,4,2232.49
14226,2011-11-11,28,5,2232.19
14825,2011-12-06,3,12,2226.91
17591,2011-09-27,73,7,2225.97
12783,2011-12-07,2,6,2225.91
13365,2011-11-06,33,2,2225.37
15722,2011-11-04,35,5,2222.56
15811,2011-11-17,22,6,2218.62
12876,2011-10-13,57,2,2218.02
12653,2011-07-14,148,2,2209.85
13862,2011-11-21,18,8,2209.36
15797,2011-08-18,113,4,2207.4
15179,2011-11-21,18,5,2206.95
13831,2011-11-23,16,6,2202.99
17406,2011-01-10,333,3,2200.42
15123,2011-12-02,7,2,2199.31
16628,2011-11-10,29,5,2188.05
15394,2011-11-30,9,4,2183.54
14341,2011-10-25,45,8,2182.28
12856,2011-12-02,7,6,2179.93
12909,2011-10-31,39,5,2178.67
12501,2011-01-07,336,1,2169.39
12633,2011-10-12,58,4,2163.98
13755,2011-12-06,3,9,2161.35
12935,2011-12-07,2,7,2160.7
16456,2011-09-01,99,5,2158.37
14407,2011-08-24,107,6,2157.73
16379,2011-12-05,4,4,2157.4
13224,2011-10-10,60,2,2155.95
16966,2011-12-01,8,7,2154.97
17272,2011-10-28,42,4,2148.63
14828,2011-05-27,196,3,2139.76
12560,2011-12-04,5,3,2134.01
17400,2011-08-05,126,5,2129.96
13517,2011-10-11,59,3,2128.42
14360,2011-11-08,31,4,2128.23
16407,2011-11-27,12,10,2126.93
14640,2011-11-15,24,6,2125.08
15058,2011-11-14,25,11,2124.99
13632,2011-11-15,24,5,2121.27
18061,2011-11-18,21,10,2119.41
18008,2011-09-30,70,9,2116.19
14691,2011-11-09,30,5,2114.33
13265,2011-10-17,53,5,2107.66
18173,2011-09-14,86,4,2106.84
18093,2011-09-07,93,4,2106.52
14461,2011-07-14,148,3,2103.06
14515,2011-11-22,17,6,2102.09
17861,2011-12-06,3,8,2100.8
15815,2011-10-07,63,5,2100.6
13126,2011-12-05,4,8,2099.64
12610,2011-11-17,22,5,2099.54
16875,2011-10-03,67,5,2095.53
17191,2011-11-11,28,7,2095.13
18283,2011-12-06,3,16,2094.88
14306,2011-10-19,51,2,2093.32
13571,2011-11-27,12,12,2092.32
17490,2011-12-09,0,7,2092.32
13297,2011-12-02,7,4,2089.85
18044,2011-12-05,4,10,2088.6
14810,2011-10-30,40,11,2087.88
16954,2011-12-09,0,9,2085.08
18231,2011-05-31,192,5,2083.27
14696,2011-12-05,4,7,2078.95
14209,2011-11-29,10,6,2073.43
18241,2011-11-30,9,17,2073.09
18219,2011-12-07,2,10,2069.77
14482,2011-11-21,18,6,2068.15
12948,2011-11-23,16,7,2064.95
12928,2011-11-04,35,5,2062.7
16281,2011-09-28,72,1,2062.06
14409,2011-09-29,71,6,2059.45
12518,2011-12-09,0,5,2056.89
17667,2011-10-04,66,5,2055.51
14188,2011-11-09,30,6,2054.36
16150,2011-10-28,42,5,2053.02
17086,2011-12-02,7,6,2050.08
17612,2011-10-17,53,6,2048.45
14232,2011-10-28,42,5,2048.07
17625,2011-11-21,18,4,2047.0
13495,2011-12-02,7,5,2044.87
17597,2011-05-10,213,1,2044.37
17090,2011-12-05,4,7,2043.95
13450,2011-11-13,26,6,2043.72
14001,2011-10-25,45,3,2043.08
12585,2011-04-19,234,2,2040.1
13593,2011-08-23,108,5,2037.08
18069,2011-11-13,26,5,2036.67
17846,2011-09-15,85,1,2033.1
13630,2011-12-04,5,7,2031.78
16409,2011-11-03,36,5,2028.88
17337,2011-07-11,151,4,2027.87
16358,2011-12-08,1,4,2027.5
14544,2011-11-15,24,2,2024.45
15341,2011-09-20,80,1,2020.52
14506,2011-11-22,17,5,2012.17
15531,2011-12-01,8,2,2007.44
15372,2011-07-25,137,1,2007.4
16098,2011-09-13,87,7,2005.63
14730,2011-12-08,1,8,2005.06
14217,2011-12-08,1,17,2004.98
14462,2011-10-04,66,11,2004.02
17082,2011-11-06,33,2,2003.85
16754,2010-12-02,372,1,2002.4
15493,2011-11-07,32,5,2001.8
18188,2011-11-24,15,3,2001.04
13305,2011-12-05,4,10,2000.86
16698,2011-04-27,226,2,1998.0
17827,2011-12-04,5,5,1995.46
18204,2011-09-29,71,3,1993.7
17679,2011-10-18,52,2,1992.11
17088,2011-11-11,28,4,1991.01
13246,2011-11-21,18,6,1987.3
13590,2011-11-28,11,6,1981.92
13725,2011-10-21,49,8,1980.56
17422,2011-11-23,16,6,1979.37
16341,2011-11-15,24,4,1971.87
17997,2011-09-26,74,8,1970.67
12674,2011-11-01,38,4,1970.6
17790,2011-11-13,26,14,1965.55
17218,2011-12-05,4,10,1960.72
15351,2011-11-27,12,7,1960.11
14498,2011-10-28,42,5,1957.32
12853,2011-07-28,134,6,1957.1
17554,2011-12-08,1,5,1952.45
14533,2011-11-15,24,7,1949.72
14653,2011-12-08,1,7,1947.55
15814,2011-11-23,16,4,1945.33
15518,2011-10-06,64,8,1942.45
14418,2011-12-06,3,3,1937.25
14472,2011-08-28,103,8,1936.84
15864,2011-11-17,22,6,1936.32
15157,2011-12-06,3,3,1936.07
12528,2011-11-30,9,6,1933.48
14655,2011-12-01,8,4,1932.23
14978,2011-09-28,72,5,1931.42
16983,2011-11-27,12,7,1931.25
13094,2011-11-18,21,12,1927.32
16942,2011-11-27,12,9,1920.59
15021,2011-12-01,8,9,1914.82
17368,2011-11-16,23,8,1912.67
14285,2011-11-18,21,4,1910.01
16426,2011-12-07,2,10,1908.25
17228,2011-11-24,15,8,1906.09
14210,2011-08-26,105,6,1905.84
15819,2011-10-21,49,4,1905.45
14250,2011-12-02,7,3,1904.05
12762,2011-12-02,7,2,1898.52
17463,2011-11-23,16,5,1896.41
17870,2011-12-07,2,12,1894.35
14934,2011-09-19,81,2,1890.94
12371,2011-10-26,44,2,1887.96
15641,2011-08-26,105,4,1887.2
16170,2011-10-20,50,6,1885.05
13890,2011-12-08,1,10,1883.81
16128,2011-11-22,17,5,1880.22
17738,2011-11-20,19,4,1879.05
15367,2011-10-13,57,4,1877.59
17293,2011-12-01,8,9,1875.11
16986,2011-11-10,29,2,1873.2
13982,2011-10-31,39,4,1871.81
16474,2011-12-02,7,7,1871.5
17469,2011-11-23,16,5,1870.97
16841,2011-11-03,36,6,1869.82
14524,2011-11-08,31,9,1867.68
17787,2011-07-10,152,4,1865.19
16201,2011-12-06,3,4,1863.47
14887,2011-09-21,79,1,1862.0
12423,2011-12-09,0,8,1859.31
17873,2011-09-20,80,5,1859.16
14305,2011-09-29,71,3,1858.96
12963,2011-12-01,8,8,1856.63
16979,2011-12-06,3,6,1852.0
13421,2011-10-30,40,2,1851.08
12383,2011-06-08,184,5,1850.56
12381,2011-12-05,4,5,1845.31
17519,2011-11-22,17,6,1844.02
18180,2011-12-05,4,6,1843.75
12950,2011-12-07,2,3,1843.0
17015,2011-11-11,28,3,1842.56
16102,2011-10-28,42,3,1842.14
16455,2011-10-07,63,7,1841.18
14113,2011-12-06,3,4,1840.42
14216,2011-12-06,3,4,1839.3
13924,2011-12-08,1,6,1838.85
14459,2011-07-07,155,1,1837.92
18287,2011-10-28,42,3,1837.28
13650,2011-11-23,16,6,1836.34
15827,2011-09-27,73,14,1836.09
13048,2011-11-25,14,4,1835.91
14665,2011-10-10,60,5,1835.7
16152,2011-03-16,268,1,1829.04
15203,2011-11-14,25,6,1827.8
18122,2011-12-01,8,6,1826.21
17702,2011-11-09,30,4,1824.37
16153,2011-10-21,49,5,1824.23
17705,2011-12-06,3,9,1823.52
16169,2011-12-01,8,4,1822.97
17828,2011-11-17,22,4,1820.09
17629,2011-12-04,5,8,1814.12
15260,2011-08-31,100,7,1810.77
13481,2011-10-25,45,5,1804.56
17663,2011-11-14,25,7,1802.91
15812,2011-08-24,107,5,1801.14
16249,2011-10-18,52,5,1800.07
13562,2011-09-19,81,3,1799.33
13196,2011-11-28,11,4,1797.78
17750,2011-12-04,5,9,1797.57
17648,2011-10-10,60,4,1797.5
12348,2011-09-25,75,4,1797.24
18235,2011-09-29,71,3,1796.48
13134,2011-09-15,85,4,1793.58
18179,2011-11-30,9,6,1793.17
13510,2011-12-08,1,4,1791.56
16719,2011-11-25,14,7,1790.42
12523,2011-11-20,19,11,1789.77
14215,2011-11-28,11,6,1789.72
14621,2011-12-08,1,5,1788.36
13875,2011-10-17,53,5,1786.79
14608,2011-12-05,4,4,1785.15
14935,2011-02-15,297,1,1784.71
15050,2011-11-14,25,3,1782.09
16380,2011-10-09,61,1,1780.59
15220,2011-10-19,51,6,1778.96
17092,2011-10-20,50,4,1777.78
12645,2011-11-06,33,4,1775.18
17754,2011-12-09,0,5,1772.26
15594,2011-11-24,15,5,1771.78
15473,2011-11-25,14,7,1771.2
17813,2011-11-25,14,5,1770.88
14387,2011-11-07,32,3,1770.56
16681,2011-09-28,72,6,1770.34
13456,2011-11-22,17,6,1766.72
15950,2011-11-08,31,4,1765.51
16751,2011-11-09,30,1,1764.72
12424,2011-06-30,162,2,1760.96
12823,2011-09-26,74,5,1759.5
12349,2011-11-21,18,1,1757.55
15241,2011-10-04,66,8,1756.44
16359,2011-12-02,7,9,1750.92
13564,2011-07-18,144,3,1749.02
13808,2011-12-04,5,5,1747.66
15067,2011-09-22,78,3,1744.76
13157,2011-10-21,49,4,1741.22
14595,2011-11-20,19,6,1740.6
17930,2011-11-04,35,5,1740.48
17353,2011-08-02,129,2,1740.0
17457,2011-08-05,126,5,1737.7
14673,2011-12-06,3,5,1736.4
17043,2011-11-07,32,4,1735.18
16791,2011-11-10,29,7,1721.78
17451,2011-12-08,1,7,1721.4
14834,2011-11-22,17,6,1720.3
15267,2011-11-17,22,5,1717.36
17162,2011-11-11,28,10,1715.46
13763,2011-10-07,63,1,1714.96
17147,2011-11-17,22,4,1714.59
14441,2011-12-09,0,4,1712.89
12405,2011-07-14,148,1,1710.39
15947,2011-09-18,82,1,1708.24
12407,2011-10-21,49,5,1708.12
16902,2011-08-15,116,1,1706.88
15240,2011-10-26,44,5,1706.57
16398,2011-07-08,154,2,1705.8
17282,2011-08-01,130,3,1703.41
12843,2011-10-05,65,8,1702.26
16007,2011-10-23,47,4,1701.94
13184,2011-11-25,14,10,1701.29
17193,2011-11-04,35,7,1699.3
13824,2011-11-07,32,5,1698.94
16775,2011-11-29,10,11,1695.66
12764,2011-01-27,316,1,1693.88
14245,2011-05-04,219,2,1693.45
15549,2011-09-23,77,3,1693.26
16813,2011-12-01,8,10,1692.98
16671,2011-11-11,28,3,1692.27
15380,2011-12-01,8,5,1690.26
17152,2011-05-29,194,3,1689.5
12635,2011-09-11,89,2,1689.18
13162,2011-08-09,122,4,1688.29
13577,2011-11-14,25,4,1687.6
16638,2011-11-17,22,10,1680.72
13647,2011-11-30,9,4,1678.12
13149,2011-11-25,14,4,1676.06
17656,2011-09-27,73,5,1674.69
16115,2011-11-30,9,8,1667.97
12912,2011-12-07,2,5,1662.3
12530,2011-10-11,59,4,1662.28
13012,2011-11-30,9,8,1661.84
15214,2011-12-08,1,8,1661.44
15024,2011-11-30,9,10,1661.33
15332,2010-12-08,366,4,1661.06
12967,2010-12-16,358,2,1660.9
14045,2011-08-22,109,4,1659.75
15953,2011-11-24,15,8,1659.38
15826,2011-10-14,56,3,1654.31
14573,2011-06-13,179,9,1653.42
17284,2011-10-10,60,6,1652.58
16711,2011-12-06,3,5,1651.03
14837,2011-09-11,89,4,1649.5
13750,2011-10-17,53,5,1647.26
12657,2011-11-28,11,4,1643.18
15002,2011-08-16,115,4,1641.76
13627,2011-10-11,59,5,1638.47
12398,2011-10-25,45,1,1635.66
15122,2011-08-17,114,3,1633.78
14164,2011-09-30,70,2,1631.77
17673,2011-12-08,1,6,1629.12
12377,2011-01-28,315,2,1628.12
16515,2011-10-18,52,5,1627.13
14759,2011-12-05,4,3,1625.97
16987,2011-12-06,3,7,1625.05
13425,2011-08-23,108,3,1624.21
15172,2011-12-01,8,5,1624.05
14937,2011-10-14,56,3,1621.88
17101,2011-11-29,10,4,1621.73
14178,2011-12-01,8,7,1620.93
16801,2011-06-29,163,4,1619.73
18161,2011-11-24,15,5,1618.69
14336,2011-11-23,16,4,1614.91
16992,2011-11-29,10,5,1614.31
15791,2011-10-27,43,2,1612.69
14312,2011-10-24,46,6,1611.59
13614,2011-11-15,24,4,1610.46
14918,2011-08-16,115,2,1610.15
12868,2011-06-07,185,6,1607.06
16817,2011-12-07,2,9,1604.75
12947,2011-07-19,143,6,1603.99
16466,2011-11-06,33,7,1603.46
14719,2011-12-08,1,5,1602.13
14587,2011-11-21,18,9,1601.14
15660,2011-11-14,25,9,1600.86
16496,2011-12-01,8,3,1599.52
13850,2011-08-02,129,1,1595.48
17837,2011-10-28,42,8,1593.38
16332,2011-11-11,28,7,1593.2
16676,2011-11-06,33,4,1592.12
14970,2011-10-02,68,4,1592.06
15611,2011-11-30,9,13,1591.45
18178,2011-08-03,128,4,1590.81
14442,2011-05-19,204,2,1589.82
12393,2011-09-28,72,4,1582.6
15532,2011-11-14,25,4,1580.93
12607,2011-10-10,60,1,1579.51
13814,2011-09-08,92,2,1579.12
16889,2011-05-29,194,3,1578.67
13186,2011-10-31,39,3,1575.89
13634,2011-11-06,33,5,1575.16
13659,2011-05-18,205,2,1573.2
17671,2011-11-24,15,4,1572.71
16283,2011-12-04,5,5,1570.81
12865,2011-11-13,26,2,1568.23
15906,2011-11-20,19,7,1567.69
15111,2011-11-10,29,3,1567.48
17085,2011-08-08,123,5,1566.65
17204,2011-06-17,175,4,1564.56
18239,2011-05-05,218,5,1561.61
14038,2011-09-22,78,3,1560.38
16394,2011-10-14,56,5,1555.34
13313,2011-11-17,22,5,1555.32
16369,2011-11-21,18,3,1553.66
15620,2011-10-14,56,3,1553.18
15117,2011-11-25,14,5,1551.78
13320,2011-09-22,78,4,1548.7
14229,2011-10-19,51,3,1547.2
14704,2011-11-28,11,9,1546.91
16790,2011-12-06,3,6,1545.62
13397,2011-09-28,72,5,1544.13
15701,2011-12-07,2,4,1542.14
12818,2011-03-23,261,1,1542.08
16365,2011-11-22,17,9,1540.42
17159,2011-11-18,21,3,1538.88
13849,2011-10-19,51,2,1537.95
12877,2011-12-06,3,12,1535.77
15392,2011-12-05,4,4,1535.53
15625,2011-08-28,103,4,1534.26
13107,2011-10-26,44,4,1531.62
12759,2011-10-18,52,3,1531.44
14321,2011-11-29,10,5,1530.75
14567,2011-10-14,56,2,1530.36
15916,2011-11-23,16,8,1528.09
16244,2011-05-12,211,2,1522.75
16434,2011-11-10,29,7,1522.25
16066,2011-11-23,16,5,1521.87
13764,2011-09-30,70,3,1521.76
13213,2011-10-14,56,5,1520.58
16880,2011-11-09,30,7,1519.08
14267,2011-06-30,162,3,1516.24
13791,2011-08-04,127,2,1516.0
16748,2011-11-22,17,5,1515.9
16053,2011-11-07,32,2,1511.95
16910,2011-12-05,4,8,1510.06
16279,2011-11-18,21,3,1509.58
16016,2011-12-06,3,8,1508.76
15265,2011-07-11,151,2,1506.12
12937,2011-11-24,15,4,1504.27
15530,2011-11-18,21,4,1502.35
16762,2011-11-20,19,3,1501.38
13810,2011-11-11,28,3,1499.01
17571,2011-10-20,50,4,1498.51
14414,2011-09-09,91,7,1496.98
16755,2011-08-17,114,3,1496.83
17002,2011-09-15,85,3,1493.73
15057,2011-03-09,275,2,1489.5
13110,2011-11-08,31,7,1488.67
13692,2011-11-15,24,3,1488.32
14963,2011-11-30,9,5,1487.8
17553,2011-08-02,129,1,1487.6
16395,2011-10-10,60,5,1486.9
14878,2011-11-27,12,9,1485.54
14758,2011-07-18,144,4,1484.06
18016,2011-11-07,32,5,1483.56
15427,2011-11-06,33,3,1483.14
17590,2011-12-07,2,3,1479.22
14403,2011-08-01,130,4,1475.81
15983,2011-11-17,22,4,1475.02
12826,2011-12-07,2,7,1474.72
14404,2011-11-06,33,6,1474.32
14246,2011-08-21,110,3,1474.06
15128,2011-10-10,60,4,1471.0
16348,2011-11-07,32,7,1469.45
14875,2011-08-24,107,2,1465.32
12882,2011-11-30,9,2,1463.04
14233,2011-10-21,49,4,1462.72
14541,2011-10-12,58,8,1461.65
17063,2011-11-18,21,7,1461.14
16059,2011-10-05,65,6,1459.86
16996,2011-11-09,30,6,1456.96
13309,2011-12-02,7,5,1456.79
13477,2011-11-02,37,6,1454.58
15987,2011-11-27,12,7,1451.28
14740,2011-05-26,197,3,1448.21
15426,2011-11-20,19,5,1447.39
14591,2011-11-24,15,4,1447.14
17073,2011-11-22,17,4,1446.09
13717,2011-11-07,32,6,1445.01
13461,2011-11-01,38,3,1445.0
17175,2011-10-26,44,4,1443.69
15478,2011-10-30,40,2,1441.42
15858,2011-11-24,15,5,1438.85
14071,2011-12-06,3,8,1438.82
13159,2011-12-01,8,4,1437.85
14566,2011-08-21,110,1,1432.0
16503,2011-08-25,106,4,1431.93
13475,2011-06-01,191,4,1431.78
16103,2011-12-02,7,6,1429.64
16271,2011-12-07,2,5,1429.24
14035,2011-11-11,28,5,1428.02
15681,2011-11-14,25,5,1426.16
15106,2011-11-22,17,5,1422.52
16463,2011-11-18,21,4,1422.4
16571,2011-11-13,26,3,1421.69
14019,2011-10-24,46,3,1421.61
14901,2011-11-28,11,9,1421.29
14443,2011-10-17,53,4,1420.2
17288,2011-11-30,9,7,1419.73
16173,2011-11-24,15,6,1418.32
15444,2011-11-30,9,2,1418.26
17856,2011-12-08,1,4,1418.03
18116,2011-10-03,67,8,1418.03
14649,2011-12-05,4,4,1417.29
14748,2011-11-10,29,5,1415.75
16012,2011-11-04,35,3,1415.29
16245,2011-11-16,23,3,1413.66
17004,2011-10-24,46,2,1412.94
15237,2011-12-08,1,4,1412.32
15596,2011-08-31,100,5,1406.59
17083,2011-08-22,109,3,1405.78
15563,2011-11-17,22,4,1400.44
14741,2011-11-28,11,6,1400.34
18202,2011-05-24,199,3,1396.99
13995,2011-11-24,15,5,1393.69
17354,2011-10-20,50,1,1393.06
15810,2011-09-22,78,4,1391.98
15051,2011-11-16,23,3,1391.61
13414,2011-07-29,133,3,1390.5
13516,2011-11-18,21,3,1389.41
15898,2011-12-08,1,5,1388.88
16539,2011-12-07,2,4,1388.81
15453,2011-12-08,1,7,1388.37
15134,2011-11-25,14,8,1387.99
12952,2011-12-04,5,4,1387.79
17676,2011-12-05,4,6,1387.68
12775,2011-11-22,17,5,1386.04
13308,2011-11-17,22,3,1385.51
18167,2011-11-16,23,3,1384.86
17311,2011-09-22,78,2,1384.85
13572,2011-05-18,205,1,1384.25
14507,2011-11-16,23,6,1383.18
14116,2011-11-20,19,5,1382.74
16389,2011-10-17,53,4,1382.07
16726,2011-11-13,26,5,1382.02
17621,2011-11-18,21,3,1379.9
12886,2011-10-03,67,2,1378.4
15569,2011-08-28,103,5,1375.71
16669,2011-11-16,23,3,1374.87
14434,2011-11-18,21,6,1372.8
15095,2011-08-28,103,4,1370.6
13813,2011-10-31,39,4,1366.86
14897,2011-12-02,7,4,1366.38
13396,2011-11-10,29,2,1360.99
14102,2011-12-04,5,5,1360.28
15411,2011-11-13,26,4,1358.88
13232,2011-11-27,12,7,1357.6
17054,2011-11-11,28,5,1356.33
14064,2011-11-10,29,5,1353.74
14859,2011-11-27,12,4,1353.74
15116,2011-11-22,17,4,1352.75
16079,2011-11-23,16,3,1352.0
16493,2011-09-21,79,4,1351.63
12770,2011-05-13,210,1,1351.45
12646,2011-12-05,4,2,1346.97
14154,2011-04-14,239,2,1345.62
15398,2011-11-23,16,2,1345.53
12463,2011-10-17,53,4,1344.78
17372,2011-10-30,40,8,1342.68
16317,2011-08-12,119,3,1341.65
13743,2011-12-07,2,7,1341.6
18177,2011-11-08,31,6,1341.42
16045,2011-08-12,119,4,1340.7
13501,2011-02-24,288,1,1340.32
15734,2011-08-17,114,2,1339.45
12620,2011-11-25,14,3,1339.41
15059,2011-10-30,40,9,1337.72
16110,2011-10-25,45,3,1337.48
12919,2011-12-01,8,6,1335.19
15680,2011-11-30,9,3,1333.68
17932,2011-11-10,29,3,1331.57
12676,2011-11-15,24,6,1331.39
16295,2011-11-30,9,4,1328.55
15146,2011-06-28,164,2,1327.16
17633,2011-11-08,31,4,1324.84
12854,2011-09-22,78,3,1324.5
17095,2011-11-17,22,3,1324.16
16370,2011-09-18,82,4,1320.56
14794,2011-12-07,2,7,1319.91
13168,2011-11-03,36,4,1319.19
16083,2011-08-31,100,2,1317.62
12526,2011-12-09,0,3,1316.66
14921,2011-11-09,30,2,1316.07
12576,2011-11-04,35,5,1315.83
14511,2011-11-28,11,5,1314.81
16464,2011-11-20,19,3,1314.68
14738,2011-10-28,42,7,1314.45
14973,2011-08-24,107,3,1314.45
16040,2011-10-05,65,3,1313.55
12364,2011-12-02,7,4,1313.1
12516,2011-09-23,77,2,1312.06
14856,2011-11-03,36,3,1311.38
14477,2011-11-20,19,4,1309.6
16120,2011-10-11,59,4,1309.14
14047,2011-12-01,8,5,1308.61
13328,2011-01-27,316,1,1308.48
14297,2011-11-22,17,4,1305.33
12507,2011-07-28,134,3,1304.81
16744,2011-11-28,11,7,1304.76
17919,2011-09-12,88,1,1304.04
15813,2011-05-16,207,2,1303.91
14898,2011-11-16,23,6,1303.52
15108,2011-07-21,141,4,1300.25
15494,2011-11-18,21,2,1299.23
12488,2011-11-30,9,3,1298.66
12372,2011-09-29,71,3,1298.04
15602,2011-12-01,8,9,1297.87
17961,2011-11-18,21,39,1296.44
16929,2011-12-06,3,7,1295.39
16224,2011-10-13,57,4,1295.3
15621,2011-12-05,4,4,1293.03
16101,2011-09-30,70,1,1290.7
15171,2011-01-12,331,1,1289.5
15136,2011-12-07,2,4,1286.7
16949,2011-12-06,3,6,1286.27
17350,2011-12-01,8,4,1286.07
17802,2011-09-18,82,3,1285.04
16899,2011-12-02,7,6,1281.56
13878,2011-10-16,54,1,1281.53
13538,2011-10-27,43,7,1280.85
16951,2011-07-28,134,3,1277.75
16692,2011-03-28,256,2,1276.0
17019,2011-11-28,11,4,1272.61
12394,2011-10-07,63,2,1272.48
12630,2011-11-30,9,2,1270.88
14669,2011-04-12,241,3,1269.99
13492,2011-07-26,136,3,1269.84
13431,2011-10-03,67,2,1269.1
14916,2011-09-30,70,4,1268.98
15199,2011-10-11,59,4,1268.7
16660,2011-11-23,16,4,1267.65
17037,2011-09-13,87,1,1267.32
17158,2011-11-07,32,3,1266.97
14105,2011-04-14,239,1,1266.23
13989,2011-10-05,65,2,1266.08
16842,2011-08-31,100,3,1264.19
15497,2011-11-22,17,2,1262.2
15009,2011-11-27,12,3,1261.78
16688,2011-12-08,1,4,1260.86
17388,2011-09-23,77,4,1259.56
17412,2011-12-07,2,7,1258.06
13151,2011-02-17,295,1,1257.87
14931,2011-12-05,4,5,1257.68
16639,2011-11-08,31,3,1257.51
17481,2011-12-06,3,4,1255.59
13848,2011-09-08,92,3,1255.0
17262,2011-10-18,52,5,1253.36
14698,2011-12-08,1,5,1250.76
14383,2011-11-01,38,3,1247.69
12689,2011-11-14,25,2,1247.61
13029,2011-11-09,30,3,1247.5
15004,2011-07-15,147,1,1246.32
12494,2011-11-24,15,7,1246.1
13860,2011-12-08,1,5,1245.9
14428,2011-12-02,7,5,1244.83
16531,2011-11-17,22,7,1244.59
17584,2011-12-02,7,2,1242.3
17588,2011-08-31,100,3,1240.2
17731,2011-09-21,79,4,1240.11
12985,2011-12-09,0,2,1239.38
13476,2011-06-14,178,2,1238.47
14893,2011-11-30,9,2,1237.85
13931,2011-09-05,95,2,1237.53
15201,2011-09-13,87,5,1236.54
14684,2011-11-14,25,5,1236.28
15376,2011-10-30,40,3,1233.36
15910,2011-12-09,0,8,1232.18
18080,2011-11-21,18,2,1231.5
18171,2011-10-12,58,5,1231.31
14913,2011-11-04,35,4,1227.43
12997,2011-11-17,22,4,1226.89
12412,2011-09-26,74,3,1226.88
17774,2011-09-04,96,4,1225.41
15841,2011-09-28,72,4,1224.06
13208,2011-10-12,58,6,1223.9
16794,2011-12-08,1,10,1222.71
14745,2011-08-19,112,5,1220.26
15227,2011-11-03,36,5,1219.4
13491,2011-10-19,51,10,1215.82
17410,2011-11-23,16,5,1214.72
13055,2011-09-22,78,3,1214.41
18263,2011-11-14,25,3,1213.16
13918,2011-10-21,49,2,1212.84
16653,2011-11-23,16,2,1212.66
12464,2011-11-29,10,8,1212.05
17653,2011-11-03,36,4,1207.56
15737,2011-11-25,14,8,1205.12
16800,2011-11-28,11,1,1201.49
13158,2011-09-06,94,4,1201.06
17320,2011-08-31,100,3,1200.62
17800,2011-11-02,37,9,1199.01
15605,2011-11-03,36,5,1198.23
13118,2011-11-20,19,5,1197.81
13211,2011-11-29,10,3,1197.42
16042,2011-11-17,22,5,1197.27
17867,2011-11-09,30,6,1197.1
14487,2011-11-13,26,6,1196.33
17720,2011-11-13,26,4,1195.94
17526,2011-12-05,4,4,1195.9
15145,2011-12-05,4,4,1194.73
12611,2011-10-18,52,1,1193.32
13882,2011-12-07,2,5,1191.13
12462,2011-11-21,18,2,1189.59
16612,2011-11-07,32,4,1187.66
15630,2011-10-25,45,2,1186.35
13752,2011-08-07,124,6,1186.28
17058,2011-09-19,81,3,1179.89
16950,2011-10-14,56,3,1178.56
12885,2011-10-07,63,3,1175.22
12640,2011-11-16,23,3,1174.58
15306,2011-10-06,64,3,1174.35
14857,2011-10-11,59,2,1173.12
13611,2011-09-11,89,3,1171.8
18168,2011-06-16,176,6,1169.94
12358,2011-12-08,1,2,1168.06
